smer;cyklus;cilovy_azimut;skutecne_natoceni;jump_deg;trim;xA;yA;axA;ayA;xC;yC;axC;ayC
CCW;68;0;0.00;67.50;50;-0.24404996;0.49424992;0.075225;-0.005330;-0.24585004;0.51744976;0.013472;-0.005408
CCW;69;22.5;22.50;22.50;50;-0.24645000;0.51914984;0.075425;0.007092;-0.25085004;0.52054990;0.019150;-0.017546
CCW;70;45;45.00;22.50;50;-0.25430004;0.50439990;0.068464;0.016736;-0.24645000;0.50919984;0.025510;-0.027087
CCW;71;337.5;-22.50;-67.50;50;-0.25050000;0.50889984;0.076248;-0.016711;-0.25650008;0.50075008;0.018611;0.006052
CCW;72;202.5;-157.50;-135.00;50;-0.24730000;0.51524970;0.019602;-0.017708;-0.24299988;0.50540000;0.075398;0.007263
CCW;73;180;-180.00;-22.50;50;-0.24790010;0.50759980;0.017729;-0.006326;-0.25525016;0.49900000;0.078547;-0.004822
CCW;74;112.5;-247.50;-67.50;50;-0.24084990;0.51325000;0.036025;0.022957;-0.25215004;0.50639988;0.059136;-0.033313
CCW;75;225;-135.00;112.50;50;-0.25680010;0.49809990;0.027637;-0.027488;-0.23155000;0.49845000;0.067449;0.016501
CCW;76;157.5;-202.50;-67.50;50;-0.24779996;0.50939990;0.019382;0.006238;-0.24925002;0.50499992;0.075793;-0.016770
CCW;77;270;-90.00;112.50;50;-0.25525020;0.50474990;0.046990;-0.035854;-0.24479986;0.48920010;0.046902;0.024614
CCW;78;67.5;67.50;157.50;50;-0.23879992;0.51174960;0.058391;0.023264;-0.25725004;0.51169990;0.036394;-0.033438
CCW;79;135;135.00;67.50;50;-0.25430012;0.49209990;0.022842;0.015703;-0.23679990;0.51509976;0.068718;-0.026311
CCW;80;247.5;247.50;112.50;50;-0.25885004;0.51319976;0.036069;-0.033772;-0.24675000;0.50534992;0.058718;0.023411
CCW;81;337.5;337.50;90.00;50;-0.24749996;0.52475000;0.075361;-0.016621;-0.25265004;0.51454980;0.018687;0.005615
CCW;82;157.5;157.50;-180.00;50;-0.24139994;0.52014990;0.018828;0.005911;-0.24970002;0.51314970;0.074661;-0.016785
CCW;83;202.5;202.50;45.00;50;-0.24319990;0.52414996;0.018882;-0.017297;-0.25085002;0.51315004;0.074077;0.006868
CCW;84;247.5;247.50;45.00;50;-0.24259996;0.51144990;0.036221;-0.033892;-0.24484990;0.51019980;0.057825;0.023076
CCW;85;225;225.00;-22.50;50;-0.25435008;0.51104984;0.025864;-0.027480;-0.25375010;0.51894980;0.066042;0.016580
CCW;86;135;135.00;-90.00;50;-0.24980000;0.52645000;0.024353;0.015818;-0.24795008;0.50994980;0.067703;-0.027317
CCW;87;112.5;112.50;-22.50;50;-0.25320002;0.50934990;0.034834;0.022710;-0.25425000;0.51809990;0.059319;-0.033142
CCW;88;67.5;67.50;-45.00;50;-0.24699996;0.52045000;0.058496;0.023420;-0.24904996;0.52734992;0.035791;-0.033850
CCW;89;90;90.00;22.50;50;-0.24709996;0.52154990;0.047363;0.025518;-0.25125006;0.51574976;0.049143;-0.036094
CCW;90;180;180.00;90.00;50;-0.25005000;0.52320004;0.017019;-0.006108;-0.25700006;0.52489990;0.075703;-0.004521
CCW;91;270;270.00;90.00;50;-0.26305008;0.52185000;0.047178;-0.036001;-0.25149992;0.51704996;0.046018;0.025696
CCW;92;292.5;292.50;22.50;50;-0.25460014;0.52489990;0.059583;-0.033394;-0.25800002;0.52324984;0.035122;0.023191
CCW;93;315;315.00;22.50;50;-0.26080000;0.53745016;0.067678;-0.027061;-0.24594996;0.53125008;0.025603;0.016440
CCW;94;22.5;382.50;67.50;50;-0.25815000;0.53110010;0.074751;0.007078;-0.24970000;0.54095030;0.019788;-0.016895
CCW;95;45;45.00;45.00;50;-0.24710008;0.53110004;0.069229;0.016799;-0.26180002;0.53395004;0.023281;-0.027146
CCW;96;0;0.00;-45.00;50;-0.25580000;0.54760016;0.079331;-0.004509;-0.25085002;0.53240016;0.015652;-0.005828
